       1       0   10592    2.5554    0  181    6  179
     4   -2.326   -1.656     -0.972  1.350    -6.02     1.18    -0.91     3.87
    -3   -0.051    0.059      0.187  0.199    -3.19     3.81     5.25     9.55
     1   -2.309   -0.193     -0.318  0.010   -10.11    -6.21    -0.48     8.04
    -2   -0.274   -0.100      0.157  0.006    -9.13    -8.24     1.65     7.85
     1    0.159   -0.328     -0.250  0.010     3.12    -6.37    -3.27     8.42
    -1    0.364    0.223     -0.155  0.010     4.54     1.44    -2.20     9.93
    -2    0.193   -0.105      0.101  0.006     6.35     1.41     2.52     4.05
    -2    0.257    0.387     -0.228  0.006     5.99     3.01    -0.98     5.13
    -2    0.204    0.471      0.512  0.006     5.08     2.50     2.63     5.20
    -2   -0.055   -0.605      0.249  0.006    -1.85    -4.71    -0.01     1.62
     1   -2.811   -0.432      0.046  0.010   -10.13    -6.17    -0.32     8.04
     2   -0.195    0.147     -0.115  0.006    -3.09    -4.50     0.82     2.94
     1   -0.029   -0.092      0.013  0.010    -1.98    -1.87     0.45     5.94
     2    0.684   -0.907      0.042  0.006    -1.58    -5.51    -0.35     1.76
    -3    0.659   -1.951      0.125  0.199     7.20    -5.79    -0.03     5.33
    -3    0.598    0.401     -1.216  0.199     7.78     1.21    -6.08     7.20
    -2    0.495   -0.354     -0.555  0.006     5.77    -1.14    -0.48     0.71
     2    1.385   -0.696     -1.844  0.006     8.50    -9.26   -12.65    17.68
    -1    0.026   -0.076     -0.252  0.010    -0.34    -5.73    -3.86     5.61
     2   -0.193    0.151      0.093  0.006    -6.85    -0.14     1.21     8.75
    -1   -0.865    0.327      1.744  0.010    -4.47    -0.99     5.88     7.03
     2    0.238   -0.795     -0.098  0.006     4.98   -13.95     0.76    13.69
     1   -0.635    0.309      0.015  0.010    -3.21    -2.13     1.42     6.47
     1    0.069   -0.249      0.203  0.010    -1.41    -9.88     2.57     7.96
     2    0.088    0.124     -0.053  0.006     2.50    -0.15    -4.73     7.89
    -1   -0.072    0.041     -0.061  0.010    -0.67     1.41    -6.98     9.01
     3    0.073    0.035      0.472  0.199     2.22     0.43    26.51    29.23
    -1   -0.366    0.035      0.679  0.010    -1.36     0.99     3.40     4.98
     1   -0.226   -0.076      0.187  0.010     0.33    -3.33     7.57    11.04
    -2   -0.164   -0.422     -0.199  0.006    -0.62    -5.32    -1.33     4.37
     3    0.138   -0.019     -0.190  0.199     1.52     1.33   -15.47    17.37
    -3   -0.179    0.466      0.105  0.199     2.20     4.51    -0.79     7.24
    -3   -0.467    0.223      2.861  0.199    -7.51     1.33    29.93    30.96
     1   -0.707    0.968      0.167  0.010    -4.59     1.65    -0.04     3.30
     1    0.536   -0.020     -0.967  0.010     3.45     1.73   -15.94    17.44
    -2    0.289    0.263      0.621  0.006     1.72    -0.28    10.80    13.20
     1    0.335   -0.054     -1.339  0.010     1.43    -0.03    -7.48     9.51
    -2    0.148    0.279     -0.126  0.006     0.70     1.74     2.87     6.59
     3   -1.745   -0.627      0.903  0.199    -4.79    -3.64     1.56     4.03
    -1   -0.033   -0.104     -0.065  0.010    -4.61    -3.16   -16.37    18.82
    -1   -0.071   -0.316     -0.094  0.010    -0.45    -5.89    -2.71     9.67
    -2    0.024   -0.763      0.316  0.006     0.85    -5.45     0.74     2.34
    -2    0.108   -0.291      0.620  0.006     2.53    -5.34     5.34     6.79
     1   -0.566    0.011     -1.497  0.010    -4.23    -3.37    -3.86     4.31
    -1   -0.842   -0.243     -2.214  0.010    -5.75    -5.80    -9.17     9.97
     1    0.897   -0.095      0.343  0.010     5.23    -1.09     4.69     8.73
     1    0.174    0.242     -0.105  0.010     4.48     2.72    -1.06     7.65
     1   -0.006   -0.119      0.950  0.010    -1.73     0.25    20.56    22.31
     2   -0.197    0.290     -0.484  0.006    -2.77     5.99    -6.11    10.11
     2   -0.006   -0.046      0.027  0.006    -2.14     4.57     9.79    12.39
     1    0.037    0.217     -0.083  0.010     1.82     0.27     2.92     7.41
    -1    0.102    0.544      0.378  0.010    -1.80     3.22     0.72     4.46
     2   -0.083   -0.029      0.023  0.006   -13.58    -0.92    -1.71    17.96
     2   -0.260    0.128      0.135  0.006    -2.68     0.48     3.78     8.33
    -1    0.069   -0.007      0.296  0.010     3.42    -7.94    46.94    50.06
    -1   -0.154   -0.230     -0.425  0.010    -2.73    -2.61    -1.76     3.35
    -2   -0.114    0.323     -0.295  0.006    -0.88    -1.40    -0.19     4.97
    -1    0.301   -0.198      0.134  0.010     2.95    -1.45     0.14    10.71
     2   -0.890   -0.474      0.719  0.006    -5.82    -2.10     1.41     4.61
    -2   -0.171   -0.103     -0.085  0.006    -3.32    -1.85    -2.63     4.75
     3   -0.390   -0.040      0.262  0.199   -12.13    -1.49     3.74    11.49
    -1   -0.081    0.003     -0.032  0.010   -15.77     1.53    -9.37    17.32
     1   -0.175    0.099      0.221  0.010    -2.11     0.27     1.18     3.50
    -2   -0.167    0.089      0.159  0.006    -1.65    -0.21     6.22     8.51
     2    0.092   -0.039      0.725  0.006    -2.93    -4.81     6.12     7.04
    -1   -0.857   -0.544     -0.776  0.010    -3.89    -3.75    -0.80     1.71
     2    0.477    0.136     -0.325  0.006     5.63    -1.34    -6.50    10.60
     3    0.287   -0.092     -0.530  0.199     2.27    -5.59   -10.51    15.36
     2    0.505   -0.473     -1.081  0.006    -0.35    -5.38    -2.47     4.52
     1    0.643    0.284     -0.380  0.010     7.91     2.02    -4.70     8.72
    -1   -0.006    0.024      0.037  0.010     6.52     0.31     6.23     9.91
    -2   -0.051    0.465      0.332  0.006    -0.90     2.37     2.02     4.68
     1   -0.011    0.042      0.010  0.010    -0.47    -0.71     1.30     8.34
     1   -0.027    0.355     -0.013  0.010     2.48     3.39     2.24     6.83
    -1    0.446   -0.808     -0.257  0.010     5.92    -7.12    -2.64     7.84
    -1   -1.641    0.364     -0.639  0.010    -4.02    -5.43    -0.36     2.00
     1   -0.106   -0.523     -0.719  0.010    -3.52    -6.45    -2.39     3.28
     4   -0.697   -1.367      2.577  1.350    -8.30   -14.25    18.62    23.90
    -1   -0.048   -0.722     -0.056  0.010    -3.97    -5.20     0.33     2.80
    -2    0.037    0.617     -0.051  0.006    -1.33     5.49    -0.12     0.24
    -1   -1.106    0.907      0.522  0.010    -3.32     4.64     0.35     2.51
    -3    0.147    0.694      0.260  0.199    -1.27     5.70     0.17     0.88
     1    0.036   -0.004      0.091  0.010     3.01    -1.88     9.63    12.69
    -2   -0.183   -0.129      0.396  0.006    -2.58    -3.29     5.83     6.67
     1    0.018   -0.033     -0.714  0.010    -3.03    -4.78   -25.93    27.85
     1    0.167   -0.034      0.080  0.010     7.86    -2.12     7.74    14.17
     2    0.025   -0.041      0.085  0.006    -3.08    -1.51    -4.05    10.58
    -1    0.127   -0.186      0.481  0.010     2.08    -4.09    16.36    18.57
     1    0.190   -0.159      0.251  0.010     3.30    -1.98    10.26    11.55
     1   -0.140   -0.228     -0.078  0.010     0.48    -3.03     1.52     6.51
    -1   -0.179   -0.034      0.085  0.010    -2.13     2.08     7.52    12.68
     1    0.012    0.432      0.545  0.010    -1.30     2.27     3.67     6.03
     2   -0.258    0.266      0.304  0.006     0.63     2.12     7.23    10.24
     3    0.139   -0.017     -0.700  0.199     2.10     0.27   -27.09    28.75
    -3    0.423   -0.545      0.173  0.199     5.69    -6.27    -2.12     5.88
     2    0.270   -0.242     -0.031  0.006     5.90    -1.43    -0.16     0.52
    -2   -0.314    0.148     -0.487  0.006    -4.87     4.02    -8.95    11.66
    -4    1.290    0.987     -2.994  1.350     3.03     4.77   -12.65    16.42
    -1   -0.066    0.083      0.007  0.010    -5.34     5.90    -3.36     8.60
     3    0.524    0.065     -0.486  0.199     2.85     4.10    -4.53    10.52
     2   -0.094   -0.071      0.232  0.006    -1.62    -1.12     7.86    10.86
     1    0.138    0.227     -0.225  0.010    -0.71     3.15    -1.80     5.48
     1    0.930    1.269      0.090  0.010     0.73     7.67     0.01     3.56
    -3    0.309    1.326     -0.020  0.199     0.29    10.70    -0.06     6.10
     1   -0.015   -0.236      0.005  0.010     4.91    -3.76     0.42     2.46
    -2   -0.643    0.446      0.310  0.006    -2.02     0.51     2.06     7.02
     2   -0.326    0.405     -0.173  0.006    -2.37    -0.87    -4.24     6.63
     1   -0.013   -0.011     -0.070  0.010    -5.55    -2.09    -9.78    12.74
     2    0.138    0.348      0.025  0.006    -1.58     3.44     0.79     6.56
     3   -0.090    0.477      0.991  0.199    -3.42    12.43    24.66    28.64
    -1   -0.247    0.737     -0.763  0.010    -3.19     2.82    -2.22     4.31
     2   -0.151   -0.163     -0.095  0.006    -5.96     0.90   -13.66    17.65
     1   -0.443    0.231      0.481  0.010    -5.19    -0.14     2.43     4.69
     2   -0.278   -0.274      0.330  0.006    -1.98    -1.25     2.88     5.61
     2    0.147   -0.537      0.246  0.006     4.62    -5.27     2.33     4.13
     1    0.082   -0.341      0.939  0.010     3.07    -7.80    22.78    24.81
     3    0.127   -0.058     -0.129  0.199     3.26    -5.60    -2.53     5.55
    -2    0.152   -0.154      0.112  0.006     0.51    -7.48     8.95    12.57
     2    0.096   -0.750     -0.136  0.006    -0.13    -5.93    -0.43     3.52
    -1   -0.242    0.088     -0.713  0.010    -3.03     2.29    -8.76     9.54
     2   -0.028   -0.011      0.012  0.006    -4.93     0.47    -7.07    10.14
