           1           0        1557         143         564         912         205
 -2   -4.89   -1.38    -2.11  0.006    -1.11     2.77    -0.02     0.04 10148   -1.07    2.78
  1   -0.45   -0.07    -0.46  0.010    -1.11     2.77    -0.02     0.04 10148   -1.07    2.78
 -1   -2.17    0.02     1.18  0.010     0.45     0.09     0.02     0.06 10146    0.50    0.10
  1   -1.47   -0.09     0.33  0.010     0.45     0.09     0.02     0.06 10146    0.50    0.10
 -2   -0.57   -0.44    -0.15  0.006    -1.63    -1.05     0.01     0.07     2   -1.60   -0.99
  2   -0.68   -1.87     0.37  0.006    -1.63    -1.05     0.01     0.07     2   -1.60   -0.99
  2    0.18   -0.48    -0.27  0.006    -0.23    -1.35    -0.04     0.08 10018   -0.27   -1.31
 -2    1.91   -1.89    -2.04  0.006    -0.23    -1.35    -0.04     0.08 10018   -0.27   -1.31
 -1   -1.07   -0.89    -0.11  0.010    -2.16    -1.21    -0.00     0.08 10185   -2.10   -1.15
  2   -0.76   -0.73     0.01  0.006    -2.16    -1.21    -0.00     0.08 10185   -2.10   -1.15
 -2   -0.14   -0.20     0.18  0.006    -0.66    -4.70     0.04     0.08 20041   -0.72   -4.67
 -2    1.02   -0.48     0.29  0.006    -0.66    -4.70     0.04     0.08 20041   -0.72   -4.67
 -1    1.01   -0.69     0.76  0.010    -0.66    -4.70     0.04     0.08 20041   -0.72   -4.67
  3    0.66   -1.77     0.94  0.199    -0.78     0.13     0.05     0.09 20033   -0.80    0.20
 -2   -0.15   -0.51     0.67  0.006    -0.78     0.13     0.05     0.09 20033   -0.80    0.20
  1    0.53   -0.11    -0.29  0.010     0.59     0.09    -0.04     0.09 10146    0.50    0.10
 -2    1.79   -0.14    -0.85  0.006     0.59     0.09    -0.04     0.09 10146    0.50    0.10
 -1    0.41   -0.67    -0.10  0.010    -2.77     2.93    -0.04     0.09     3   -2.79    3.01
  2    0.10   -1.49    -1.17  0.006    -2.77     2.93    -0.04     0.09     3   -2.79    3.01
 -1   -0.13    0.84    -0.19  0.010     0.02     2.82    -0.03     0.10 10057    0.01    2.73
  3    0.30    1.16    -0.41  0.199     0.02     2.82    -0.03     0.10 10057    0.01    2.73
 -2   -0.75   -1.11    -0.22  0.006    -5.78     1.38    -0.01     0.10 20053   -5.73    1.47
  1   -0.36   -0.46    -0.01  0.010    -5.78     1.38    -0.01     0.10 20053   -5.73    1.47
  3    0.22   -1.05    -0.97  0.199    -1.57    -1.07    -0.04     0.10     2   -1.60   -0.99
 -3    0.32   -0.64     0.14  0.199    -1.57    -1.07    -0.04     0.10     2   -1.60   -0.99
  2    1.19   -0.29     0.59  0.006    -0.73     0.16     0.04     0.10 20033   -0.80    0.20
  2    0.33   -0.63     0.29  0.006    -0.73     0.16     0.04     0.10 20033   -0.80    0.20
  2   -0.13    0.05     0.10  0.006    -0.73     0.16     0.04     0.10 20033   -0.80    0.20
  2    0.00    0.10     0.02  0.006    -3.04     2.82    -0.02     0.11 20022   -3.13    2.80
  1    0.04    0.14     0.09  0.010    -3.04     2.82    -0.02     0.11 20022   -3.13    2.80
  1    1.57    0.05    -0.54  0.010    -3.04     2.82    -0.02     0.11 20022   -3.13    2.80
  1   -0.59   -0.37     0.50  0.010    -3.71     2.77     0.02     0.11 20007   -3.63    2.83
 -1   -0.73   -0.68    -0.22  0.010    -3.71     2.77     0.02     0.11 20007   -3.63    2.83
 -2   -0.12    0.58     0.55  0.006    -0.77    -1.38     0.03     0.11 20052   -0.78   -1.48
  1    0.28    1.09    -0.08  0.010    -0.77    -1.38     0.03     0.11 20052   -0.78   -1.48
 -2   -0.19   -0.39    -0.51  0.006    -3.48     1.62    -0.05     0.11     4   -3.50    1.62
  4    0.67    0.42    -0.67  1.350    -3.48     1.62    -0.05     0.11     4   -3.50    1.62
  2   -1.02    0.05    -0.15  0.006    -2.06     0.38     0.01     0.11 20027   -1.95    0.39
 -2   -0.65   -0.12     0.32  0.006    -2.06     0.38     0.01     0.11 20027   -1.95    0.39
  1   -0.73   -1.34     0.76  0.010    -0.58    -0.14     0.07     0.11 10180   -0.54   -0.07
 -2   -0.25   -0.43     0.93  0.006    -0.58    -0.14     0.07     0.11 10180   -0.54   -0.07
 -3   -0.28    0.72    -1.55  0.199    -2.00     2.29    -0.09     0.12 20049   -1.98    2.22
  1   -0.43    1.49    -1.15  0.010    -2.00     2.29    -0.09     0.12 20049   -1.98    2.22
 -3    0.19   -0.46    -0.33  0.199     0.03     2.63    -0.05     0.12 10057    0.01    2.73
  1    0.05   -1.29    -0.48  0.010     0.03     2.63    -0.05     0.12 10057    0.01    2.73
 -1   -0.35    0.91     2.39  0.010    -1.24    -1.23     0.11     0.12 10048   -1.21   -1.26
 -1   -0.32    0.02     0.77  0.010    -1.24    -1.23     0.11     0.12 10048   -1.21   -1.26
 -1   -1.51    2.00     4.75  0.010    -1.24    -1.23     0.11     0.12 10048   -1.21   -1.26
 -2    1.06   -0.97     0.69  0.006    -2.11     3.61     0.06     0.12 20011   -2.19    3.66
  1    0.43    0.12     0.50  0.010    -2.11     3.61     0.06     0.12 20011   -2.19    3.66
  2    0.08    0.61    -0.02  0.006    -0.75    -1.36    -0.00     0.12 20052   -0.78   -1.48
 -1    0.30    0.96     0.01  0.010    -0.75    -1.36    -0.00     0.12 20052   -0.78   -1.48
 -1    1.27    0.80    -0.65  0.010     0.04    -2.18    -0.05     0.12 10090   -0.05   -2.23
  3    0.11   -0.12    -0.09  0.199     0.04    -2.18    -0.05     0.12 10090   -0.05   -2.23
  2   -0.85    2.14    -4.96  0.006    -2.81     3.06    -0.11     0.12     3   -2.79    3.01
 -2   -0.36    0.83    -1.02  0.006    -2.81     3.06    -0.11     0.12     3   -2.79    3.01
 -2    0.03   -2.70     4.25  0.006     0.02     2.66     0.10     0.12 10057    0.01    2.73
  2    0.04   -0.26     0.39  0.006     0.02     2.66     0.10     0.12 10057    0.01    2.73
  1   -0.58    0.52    -0.34  0.010    -1.64    -0.89    -0.03     0.12     2   -1.60   -0.99
 -1    0.04    0.86    -0.12  0.010    -1.64    -0.89    -0.03     0.12     2   -1.60   -0.99
  1    0.10    0.11     0.51  0.010    -0.73    -0.48     0.09     0.13 20008   -0.81   -0.49
 -1    2.03    0.05     1.91  0.010    -0.73    -0.48     0.09     0.13 20008   -0.81   -0.49
 -2    0.44    1.35    -1.23  0.006    -0.77     0.28    -0.10     0.13 20033   -0.80    0.20
  2    0.23    0.77    -1.42  0.006    -0.77     0.28    -0.10     0.13 20033   -0.80    0.20
  1   -0.10   -0.34     0.45  0.010    -3.53     1.55     0.02     0.13     4   -3.50    1.62
  1   -0.04    0.11    -0.28  0.010    -3.53     1.55     0.02     0.13     4   -3.50    1.62
  1   -0.15   -0.64     0.09  0.010    -3.53     1.55     0.02     0.13     4   -3.50    1.62
  1   -0.57   -0.48    -0.61  0.010    -1.69    -1.04    -0.03     0.13     2   -1.60   -0.99
 -3   -0.53   -0.06     0.23  0.199    -1.69    -1.04    -0.03     0.13     2   -1.60   -0.99
 -1   -0.04   -0.50    -0.16  0.010    -3.14     2.67    -0.02     0.13 20022   -3.13    2.80
  2   -0.09   -0.99    -0.12  0.006    -3.14     2.67    -0.02     0.13 20022   -3.13    2.80
 -1    0.22   -0.54     0.66  0.010    -2.06    -1.23     0.09     0.13 10185   -2.10   -1.15
 -2   -0.24   -0.15     0.10  0.006    -2.06    -1.23     0.09     0.13 10185   -2.10   -1.15
 -3    0.68   -0.85     1.12  0.199    -2.06    -1.23     0.09     0.13 10185   -2.10   -1.15
  1    0.04   -0.71     0.43  0.010    -1.97     3.00     0.09     0.14     1   -1.98    3.08
  2   -0.12    0.06     0.60  0.006    -1.97     3.00     0.09     0.14     1   -1.98    3.08
  1    0.23   -0.93     0.78  0.010    -1.97     3.00     0.09     0.14     1   -1.98    3.08
  1   -0.08    0.00    -0.31  0.010    -2.51    -0.16     0.02     0.14 20051   -2.45   -0.24
 -3   -0.59    0.85     0.48  0.199    -2.51    -0.16     0.02     0.14 20051   -2.45   -0.24
  1    0.14   -0.06    -0.03  0.010    -2.01    -1.09     0.01     0.14 10185   -2.10   -1.15
  2    0.49    0.03     0.25  0.006    -2.01    -1.09     0.01     0.14 10185   -2.10   -1.15
  2    0.27    0.69    -0.15  0.006    -2.01    -1.09     0.01     0.14 10185   -2.10   -1.15
  3    0.15    0.63     0.41  0.199    -1.56     0.03    -0.00     0.14 20058   -1.55   -0.06
 -1   -0.28    0.38    -0.45  0.010    -1.56     0.03    -0.00     0.14 20058   -1.55   -0.06
 -3    0.39    0.09    -0.56  0.199    -0.94    -1.28    -0.10     0.14 20015   -1.03   -1.28
  1    1.74   -0.03    -1.93  0.010    -0.94    -1.28    -0.10     0.14 20015   -1.03   -1.28
  1    1.36   -1.03    -1.56  0.010    -5.64     1.41    -0.09     0.14 20053   -5.73    1.47
 -2    0.07    0.06     0.02  0.006    -5.64     1.41    -0.09     0.14 20053   -5.73    1.47
  1   -0.07   -0.30     0.15  0.010    -4.11     1.44     0.10     0.14 20028   -4.03    1.46
  1   -1.42   -0.13     1.40  0.010    -4.11     1.44     0.10     0.14 20028   -4.03    1.46
  1    0.09   -0.07     0.18  0.010    -4.11     1.44     0.10     0.14 20028   -4.03    1.46
  2    0.58    0.47    -0.02  0.006    -0.93    -1.18    -0.00     0.14 20015   -1.03   -1.28
 -1    0.39    0.48     0.00  0.010    -0.93    -1.18    -0.00     0.14 20015   -1.03   -1.28
  1   -0.26   -0.85     0.19  0.010    -0.11     1.24     0.08     0.14 10012   -0.10    1.34
  2    0.09   -0.08     0.38  0.006    -0.11     1.24     0.08     0.14 10012   -0.10    1.34
  2    0.08   -0.39     0.49  0.006    -0.11     1.24     0.08     0.14 10012   -0.10    1.34
  2   -0.37    0.96     0.03  0.006    -1.56     0.05     0.02     0.15 20058   -1.55   -0.06
 -1    0.30    0.09     0.11  0.010    -1.56     0.05     0.02     0.15 20058   -1.55   -0.06
  2   -0.04   -0.98    -0.74  0.006    -0.79     1.71    -0.05     0.15 20038   -0.81    1.81
 -2    0.27   -0.04     0.17  0.006    -0.79     1.71    -0.05     0.15 20038   -0.81    1.81
 -1   -0.32   -0.62     0.33  0.010    -0.56    -0.14     0.11     0.15 10180   -0.54   -0.07
 -1    0.25   -0.14     0.99  0.010    -0.56    -0.14     0.11     0.15 10180   -0.54   -0.07
 -2   -0.24   -0.70     0.78  0.006    -0.56    -0.14     0.11     0.15 10180   -0.54   -0.07
 -3   -0.03   -0.87    -1.51  0.199    -0.82    -0.58    -0.10     0.15 20008   -0.81   -0.49
  3   -0.02   -0.60    -0.08  0.199    -0.82    -0.58    -0.10     0.15 20008   -0.81   -0.49
 -2    0.50   -0.05     0.80  0.006    -2.07     2.86     0.12     0.15 10053   -2.15    2.87
  1    1.86   -0.44     2.83  0.010    -2.07     2.86     0.12     0.15 10053   -2.15    2.87
 -1   -0.68    0.20     1.04  0.010    -0.38     0.29     0.12     0.15 10165   -0.30    0.26
  2   -1.45    0.60     2.13  0.006    -0.38     0.29     0.12     0.15 10165   -0.30    0.26
 -2    0.19   -2.03     5.65  0.006    -1.20    -1.31     0.14     0.15 10048   -1.21   -1.26
  1    0.06   -1.96     5.65  0.010    -1.20    -1.31     0.14     0.15 10048   -1.21   -1.26
 -2   -0.17   -0.34    -0.09  0.006    -1.30    -2.28    -0.05     0.15 10139   -1.22   -2.16
  2   -0.59   -0.84    -0.42  0.006    -1.30    -2.28    -0.05     0.15 10139   -1.22   -2.16
 -3    0.35   -1.20    -0.04  0.199     0.27     2.44    -0.01     0.15 10008    0.22    2.57
  1    0.04    0.03    -0.03  0.010     0.27     2.44    -0.01     0.15 10008    0.22    2.57
  1    0.18   -0.46    -0.35  0.010    -0.88     1.76    -0.08     0.15 20038   -0.81    1.81
  3   -0.51   -0.00    -0.37  0.199    -0.88     1.76    -0.08     0.15 20038   -0.81    1.81
  1   -0.51   -0.14    -0.31  0.010    -0.88     1.76    -0.08     0.15 20038   -0.81    1.81
  2   -1.46   -0.52    -1.07  0.006    -2.31     3.61    -0.08     0.15 20011   -2.19    3.66
 -1   -0.04   -0.01    -0.01  0.010    -2.31     3.61    -0.08     0.15 20011   -2.19    3.66
 -2    0.20    0.04    -0.09  0.006    -1.88     3.05     0.09     0.15     1   -1.98    3.08
  2    1.16   -0.52     1.32  0.006    -1.88     3.05     0.09     0.15     1   -1.98    3.08
 -1   -0.03    0.24    -0.35  0.010    -0.46     0.02    -0.04     0.15 10180   -0.54   -0.07
  2    0.78    0.52     0.01  0.006    -0.46     0.02    -0.04     0.15 10180   -0.54   -0.07
 -2   -0.44   -0.29     0.31  0.006    -2.30     3.58     0.09     0.15 20011   -2.19    3.66
  2   -0.84   -0.61     0.83  0.006    -2.30     3.58     0.09     0.15 20011   -2.19    3.66
 -3    1.22   -1.44     2.63  0.199    -3.45     1.56     0.13     0.16     4   -3.50    1.62
  1    0.28   -0.27     0.97  0.010    -3.45     1.56     0.13     0.16     4   -3.50    1.62
  3   -0.28    1.00    -0.82  0.199    -3.56     1.70    -0.11     0.16     4   -3.50    1.62
 -2   -0.64    0.17    -0.84  0.006    -3.56     1.70    -0.11     0.16     4   -3.50    1.62
 -2    0.43    0.05     0.82  0.006     0.68    -1.58     0.12     0.16 10104    0.60   -1.60
 -2    0.36    0.12     1.00  0.006     0.68    -1.58     0.12     0.16 10104    0.60   -1.60
 -1    0.87    0.29     0.51  0.010     0.68    -1.58     0.12     0.16 10104    0.60   -1.60
  3   -0.66    0.22    -0.85  0.199    -0.88    -0.41    -0.11     0.16 20008   -0.81   -0.49
 -1   -0.29    0.95    -0.80  0.010    -0.88    -0.41    -0.11     0.16 20008   -0.81   -0.49
  1   -0.00    0.14     0.25  0.010    -2.03    -1.04     0.06     0.16 10185   -2.10   -1.15
 -2    0.63    0.95     0.31  0.006    -2.03    -1.04     0.06     0.16 10185   -2.10   -1.15
  2   -0.83    0.03    -0.14  0.006    -1.35     0.63     0.03     0.16 10163   -1.23    0.62
 -2   -0.17    0.06     0.43  0.006    -1.35     0.63     0.03     0.16 10163   -1.23    0.62
  2   -0.18    0.38    -0.23  0.006    -0.05     1.46    -0.03     0.16 10012   -0.10    1.34
 -1    0.58    0.56     0.01  0.010    -0.05     1.46    -0.03     0.16 10012   -0.10    1.34
 -2   -1.09    0.72    -0.72  0.006    -2.91     3.08    -0.08     0.16     3   -2.79    3.01
  2   -0.11    0.03    -0.06  0.006    -2.91     3.08    -0.08     0.16     3   -2.79    3.01
 -2   -0.27    0.16     0.78  0.006    -0.37    -1.27     0.10     0.16 10018   -0.27   -1.31
  2   -1.01    0.38     0.47  0.006    -0.37    -1.27     0.10     0.16 10018   -0.27   -1.31
 -1    0.63   -0.20    -0.27  0.010    -1.87     0.29    -0.04     0.16 20027   -1.95    0.39
  1   -0.00   -0.58    -0.04  0.010    -1.87     0.29    -0.04     0.16 20027   -1.95    0.39
 -2   -0.07   -0.25    -0.10  0.006    -1.69    -1.02    -0.11     0.16     2   -1.60   -0.99
 -1   -0.00   -0.03     0.03  0.010    -1.69    -1.02    -0.11     0.16     2   -1.60   -0.99
 -2   -1.28   -0.09    -1.55  0.006    -1.69    -1.02    -0.11     0.16     2   -1.60   -0.99
  1    0.17   -0.15     0.04  0.010    -1.14     2.28     0.06     0.16 10110   -1.23    2.20
 -1    0.62    0.88     0.48  0.010    -1.14     2.28     0.06     0.16 10110   -1.23    2.20
 -1   -0.16    0.01     0.13  0.010    -3.60     1.65    -0.01     0.16     4   -3.50    1.62
 -2   -0.21   -0.04    -0.44  0.006    -3.60     1.65    -0.01     0.16     4   -3.50    1.62
 -1   -0.34    0.29     0.25  0.010    -3.60     1.65    -0.01     0.16     4   -3.50    1.62
 -1    0.15    0.21    -0.04  0.010    -1.86     2.33    -0.03     0.17 20049   -1.98    2.22
  2    0.74    0.62    -0.22  0.006    -1.86     2.33    -0.03     0.17 20049   -1.98    2.22
 -2   -0.09    0.81     0.45  0.006    -1.94     3.19     0.06     0.17     1   -1.98    3.08
  3    0.38    0.09     0.05  0.199    -1.94     3.19     0.06     0.17     1   -1.98    3.08
 -1    0.29   -0.32    -0.12  0.010    -3.38     1.64    -0.03     0.17     4   -3.50    1.62
  1    0.60    0.47    -0.08  0.010    -3.38     1.64    -0.03     0.17     4   -3.50    1.62
  1    0.88   -0.29    -0.01  0.010    -1.39    -0.11    -0.01     0.17 20058   -1.55   -0.06
 -2    0.25   -0.04    -0.06  0.006    -1.39    -0.11    -0.01     0.17 20058   -1.55   -0.06
 -3    1.91   -0.54     3.00  0.199     0.03    -2.26     0.14     0.17 10090   -0.05   -2.23
  1    0.05   -0.12     0.19  0.010     0.03    -2.26     0.14     0.17 10090   -0.05   -2.23
 -1   -0.20    0.20     0.54  0.010    -2.79     3.11     0.05     0.17     3   -2.79    3.01
  3    0.24    0.56    -0.17  0.199    -2.79     3.11     0.05     0.17     3   -2.79    3.01
  2   -0.40    0.54     0.21  0.006    -2.26     4.57     0.08     0.17 20030   -2.26    4.53
  2    0.21   -0.23     0.13  0.006    -2.26     4.57     0.08     0.17 20030   -2.26    4.53
  2    0.25    0.07     0.35  0.006    -2.26     4.57     0.08     0.17 20030   -2.26    4.53
 -1   -0.06   -0.18    -0.09  0.010    -0.90     1.89    -0.00     0.17 20038   -0.81    1.81
  1   -0.57    0.75     0.07  0.010    -0.90     1.89    -0.00     0.17 20038   -0.81    1.81
 -1   -0.39   -0.06    -0.40  0.010    -2.18     0.94    -0.09     0.17 20002   -2.15    0.84
  1    0.07    0.91    -0.39  0.010    -2.18     0.94    -0.09     0.17 20002   -2.15    0.84
  1    0.00    1.48     2.35  0.010    -2.15     2.96     0.15     0.17 10053   -2.15    2.87
 -2   -0.03    0.77     1.41  0.006    -2.15     2.96     0.15     0.17 10053   -2.15    2.87
 -2    0.54    2.45     6.92  0.006    -2.14     2.93     0.16     0.17 10053   -2.15    2.87
  1    0.18    0.77     1.95  0.010    -2.14     2.93     0.16     0.17 10053   -2.15    2.87
  1   -0.33    0.61    -2.08  0.010    -1.71    -0.88    -0.16     0.17 20055   -1.70   -0.95
 -1    0.11    2.11    -4.37  0.010    -1.71    -0.88    -0.16     0.17 20055   -1.70   -0.95
 -3   -0.16    0.03     0.23  0.199    -1.93    -0.71     0.08     0.17 20040   -1.99   -0.72
 -1   -0.02   -0.10     0.40  0.010    -1.93    -0.71     0.08     0.17 20040   -1.99   -0.72
 -2    0.71    0.17     0.10  0.006    -1.93    -0.71     0.08     0.17 20040   -1.99   -0.72
 -1   -0.22    0.22     0.51  0.010    -2.17    -1.17     0.10     0.17 10185   -2.10   -1.15
 -1   -0.48   -0.58     0.58  0.010    -2.17    -1.17     0.10     0.17 10185   -2.10   -1.15
 -1   -0.04    0.17    -0.07  0.010    -2.17    -1.17     0.10     0.17 10185   -2.10   -1.15
  1   -0.97   -0.30    -0.41  0.010    -2.26     0.78    -0.08     0.17 20002   -2.15    0.84
 -2    0.04   -0.23    -0.32  0.006    -2.26     0.78    -0.08     0.17 20002   -2.15    0.84
 -3    0.11   -0.32    -0.13  0.199    -0.21     0.22     0.09     0.17 10165   -0.30    0.26
  3    0.60   -0.08     0.89  0.199    -0.21     0.22     0.09     0.17 10165   -0.30    0.26
  2   -0.50   -0.19    -1.33  0.006    -1.09    -1.31    -0.16     0.18 20015   -1.03   -1.28
